Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
563,True,224,112,2.0,224,27383.25,239.75,-121.85,11.2,Energy-Aware
564,True,111,111,1.0,111,71332.5,262.5,9.24,3.31,Energy-Aware
564,True,167,111,1.5,167,68486.0,252.5,12.86,7.0,Energy-Aware
564,True,222,111,2.0,222,61296.25,248.0,22.01,8.66,Energy-Aware
565,True,91,91,1.0,91,88701.25,238.75,3.76,4.31,Energy-Aware
565,True,137,91,1.5,137,68564.75,230.5,25.61,7.62,Energy-Aware
565,True,182,91,2.0,182,69507.5,223.0,24.59,10.62,Energy-Aware
566,True,99,99,1.0,99,77213.0,255.25,13.4,7.69,Energy-Aware
566,True,149,99,1.5,149,65776.75,245.25,26.22,11.3,Energy-Aware
566,True,198,99,2.0,198,63067.0,241.5,29.26,12.66,Energy-Aware
567,True,121,121,1.0,121,80721.5,273.0,10.45,10.05,Energy-Aware
567,True,182,121,1.5,182,76804.0,263.25,14.79,13.26,Energy-Aware
567,True,242,121,2.0,242,46954.5,258.5,47.91,14.83,Energy-Aware
568,True,99,99,1.0,99,99648.25,274.5,5.28,1.88,Energy-Aware
568,True,149,99,1.5,149,85365.0,259.25,18.86,7.33,Energy-Aware
568,True,198,99,2.0,198,72352.0,251.75,31.22,10.01,Energy-Aware
569,True,104,104,1.0,104,102510.25,283.75,7.05,4.94,Energy-Aware
569,True,156,104,1.5,156,90808.5,271.75,17.66,8.96,Energy-Aware
569,True,208,104,2.0,208,71210.0,264.5,35.43,11.39,Energy-Aware
570,True,106,106,1.0,106,91019.0,308.25,12.79,2.84,Energy-Aware
570,True,159,106,1.5,159,53986.0,295.0,48.27,7.01,Energy-Aware
570,True,212,106,2.0,212,35694.75,285.0,65.8,10.17,Energy-Aware
571,True,90,90,1.0,90,114225.0,330.0,3.57,3.23,Energy-Aware
571,True,135,90,1.5,135,75943.5,318.75,35.89,6.52,Energy-Aware
571,True,180,90,2.0,180,28986.25,317.75,75.53,6.82,Energy-Aware
572,True,116,116,1.0,116,83912.75,336.25,12.33,3.72,Energy-Aware
572,True,174,116,1.5,174,31226.25,330.0,67.37,5.51,Energy-Aware
572,True,232,116,2.0,232,37385.0,313.25,60.94,10.31,Energy-Aware
573,True,101,101,1.0,101,13003.0,231.25,48.36,6.75,Energy-Aware
573,True,152,101,1.5,152,17683.0,216.75,29.78,12.6,Energy-Aware
573,True,202,101,2.0,202,21533.5,210.75,14.49,15.02,Energy-Aware
574,True,95,95,1.0,95,12456.25,180.25,11.71,5.5,Energy-Aware
574,True,143,95,1.5,141,12912.75,173.75,8.47,8.91,Energy-Aware
574,True,190,95,2.0,190,17013.75,169.75,-20.59,11.01,Energy-Aware
575,True,106,106,1.0,106,16975.25,245.25,24.12,5.67,Energy-Aware
575,True,159,106,1.5,159,25138.75,236.75,-12.37,8.94,Energy-Aware
575,True,212,106,2.0,212,24902.0,232.75,-11.31,10.48,Energy-Aware
576,True,88,88,1.0,88,91994.75,255.25,11.48,3.59,Energy-Aware
576,True,132,88,1.5,132,62003.25,246.25,40.34,6.99,Energy-Aware
576,True,176,88,2.0,168,63960.0,241.0,38.46,8.97,Energy-Aware
577,True,101,101,1.0,101,107929.5,276.0,6.32,2.21,Energy-Aware
577,True,152,101,1.5,152,76842.75,262.5,33.3,7.0,Energy-Aware
577,True,202,101,2.0,202,71751.5,255.25,37.72,9.57,Energy-Aware
578,True,119,119,1.0,119,77338.75,279.25,18.09,2.27,Energy-Aware
578,True,179,119,1.5,178,81631.5,267.5,13.54,6.39,Energy-Aware
578,True,238,119,2.0,238,71763.25,258.25,23.99,9.62,Energy-Aware
579,True,153,102,1.5,152,105296.0,335.5,26.23,3.8,Energy-Aware
579,True,204,102,2.0,204,97592.5,326.5,31.63,6.38,Energy-Aware
580,True,96,96,1.0,96,110755.0,282.75,1.23,1.14,Energy-Aware
580,True,144,96,1.5,144,78014.75,269.25,30.43,5.86,Energy-Aware
580,True,192,96,2.0,192,76948.0,260.75,31.38,8.83,Energy-Aware
581,True,110,110,1.0,110,93205.5,276.5,12.43,6.03,Energy-Aware
581,True,165,110,1.5,165,84597.75,264.5,20.52,10.11,Energy-Aware
581,True,220,110,2.0,220,62995.0,259.0,40.82,11.98,Energy-Aware
582,True,99,99,1.0,99,106117.25,254.0,2.58,7.13,Energy-Aware
582,True,149,99,1.5,149,69595.75,241.25,36.11,11.79,Energy-Aware
582,True,198,99,2.0,198,67452.5,235.75,38.07,13.8,Energy-Aware
583,True,107,107,1.0,107,139753.75,346.25,4.54,2.33,Energy-Aware
583,True,161,107,1.5,160,107340.75,331.25,26.68,6.56,Energy-Aware
583,True,214,107,2.0,214,88250.5,318.75,39.72,10.08,Energy-Aware
584,True,94,94,1.0,94,125503.5,307.0,5.28,4.29,Energy-Aware
584,True,141,94,1.5,140,83362.5,298.75,37.09,6.86,Energy-Aware
584,True,188,94,2.0,188,87083.0,287.0,34.28,10.52,Energy-Aware
585,True,99,99,1.0,99,103380.75,290.0,10.18,4.05,Energy-Aware
585,True,149,99,1.5,149,54393.75,280.75,52.74,7.11,Energy-Aware
585,True,198,99,2.0,198,34050.0,268.25,70.41,11.25,Energy-Aware
586,True,106,106,1.0,106,105901.75,296.25,-1.0,4.44,Energy-Aware
586,True,159,106,1.5,159,43516.5,286.25,58.5,7.66,Energy-Aware
586,True,212,106,2.0,212,24798.75,274.75,76.35,11.37,Energy-Aware
587,True,103,103,1.0,103,88916.5,263.0,4.69,8.92,Energy-Aware
587,True,155,103,1.5,155,50338.0,252.0,46.04,12.73,Energy-Aware
587,True,206,103,2.0,206,35206.0,246.5,62.26,14.63,Energy-Aware
588,True,103,103,1.0,103,21661.75,313.75,19.99,3.91,Energy-Aware
588,True,155,103,1.5,155,24284.5,295.75,10.3,9.42,Energy-Aware
588,True,206,103,2.0,206,26117.75,290.5,3.53,11.03,Energy-Aware
589,True,108,108,1.0,108,23036.0,329.75,16.93,1.79,Energy-Aware
589,True,162,108,1.5,162,23380.25,318.75,15.69,5.06,Energy-Aware
589,True,216,108,2.0,216,26343.75,305.0,5.0,9.16,Energy-Aware
590,True,119,119,1.0,119,22132.75,364.75,10.01,0.07,Energy-Aware
590,True,179,119,1.5,179,35157.25,345.0,-42.95,5.48,Energy-Aware
590,True,238,119,2.0,236,30641.25,338.5,-24.59,7.26,Energy-Aware
591,True,96,96,1.0,96,49789.75,261.75,-0.05,3.68,Energy-Aware
591,True,144,96,1.5,144,39053.75,253.25,21.52,6.81,Energy-Aware
591,True,192,96,2.0,192,42988.5,243.5,13.62,10.4,Energy-Aware
592,True,101,101,1.0,101,49607.5,259.75,6.7,6.73,Energy-Aware
592,True,152,101,1.5,152,39539.5,246.0,25.64,11.67,Energy-Aware
592,True,202,101,2.0,202,37569.0,241.75,29.34,13.2,Energy-Aware
593,True,104,104,1.0,104,43722.0,230.75,9.43,5.91,Energy-Aware
593,True,156,104,1.5,156,36001.0,219.5,25.42,10.5,Energy-Aware
593,True,208,104,2.0,208,37647.75,215.5,22.01,12.13,Energy-Aware
594,True,105,105,1.0,105,96148.75,276.25,5.55,2.56,Energy-Aware
594,True,158,105,1.5,158,62775.0,257.0,38.34,9.35,Energy-Aware
594,True,210,105,2.0,210,28122.5,254.25,72.37,10.32,Energy-Aware
595,True,90,90,1.0,90,57489.0,214.25,11.47,6.13,Energy-Aware
595,True,135,90,1.5,135,50919.0,206.75,21.58,9.42,Energy-Aware
595,True,180,90,2.0,180,22632.25,201.75,65.15,11.61,Energy-Aware
596,True,100,100,1.0,100,92830.25,279.75,-1.99,6.12,Energy-Aware
596,True,150,100,1.5,150,66158.5,273.0,27.31,8.39,Energy-Aware
596,True,200,100,2.0,200,32689.25,267.25,64.08,10.32,Energy-Aware
597,True,109,109,1.0,109,12671.0,235.0,57.09,4.57,Energy-Aware
597,True,164,109,1.5,164,13682.0,223.5,53.67,9.24,Energy-Aware
597,True,218,109,2.0,218,11733.0,218.0,60.27,11.47,Energy-Aware
598,True,99,99,1.0,99,24932.5,302.5,7.87,1.79,Energy-Aware
598,True,149,99,1.5,148,17603.25,294.75,34.95,4.3,Energy-Aware
598,True,198,99,2.0,198,13546.0,284.0,49.95,7.79,Energy-Aware
599,True,113,113,1.0,113,19827.25,298.0,17.8,3.25,Energy-Aware
599,True,170,113,1.5,170,17674.5,285.75,26.73,7.22,Energy-Aware
599,True,226,113,2.0,226,15357.0,277.0,36.33,10.06,Energy-Aware
600,True,90,90,1.0,90,25684.25,323.25,8.02,1.97,Energy-Aware
600,True,135,90,1.5,132,18656.0,314.0,33.19,4.78,Energy-Aware
600,True,180,90,2.0,180,21151.5,303.75,24.25,7.88,Energy-Aware
601,True,101,101,1.0,101,12559.5,222.5,23.57,4.71,Energy-Aware
601,True,152,101,1.5,152,12628.0,210.75,23.15,9.74,Energy-Aware
601,True,202,101,2.0,202,12295.25,206.5,25.18,11.56,Energy-Aware
602,True,108,108,1.0,108,20760.0,344.0,6.03,2.76,Energy-Aware
602,True,162,108,1.5,162,26610.75,327.0,-20.46,7.56,Energy-Aware
602,True,216,108,2.0,216,21539.5,316.5,2.5,10.53,Energy-Aware
603,True,106,106,1.0,106,24656.75,294.0,2.95,2.73,Energy-Aware
603,True,159,106,1.5,159,23064.25,281.75,9.22,6.78,Energy-Aware
603,True,212,106,2.0,212,20238.25,276.0,20.34,8.68,Energy-Aware
604,True,126,126,1.0,126,27054.75,359.25,6.76,1.17,Energy-Aware
604,True,189,126,1.5,189,33319.5,341.5,-14.83,6.05,Energy-Aware
604,True,252,126,2.0,252,36941.0,332.0,-27.31,8.67,Energy-Aware
605,True,87,87,1.0,87,37798.25,297.25,0.21,3.49,Energy-Aware
605,True,131,87,1.5,131,22534.5,281.0,40.51,8.77,Energy-Aware
605,True,174,87,2.0,172,26891.0,274.5,29.01,10.88,Energy-Aware
606,True,119,119,1.0,119,27840.0,274.0,16.32,7.98,Energy-Aware
606,True,179,119,1.5,179,25921.75,262.5,22.09,11.84,Energy-Aware
606,True,238,119,2.0,238,20691.25,256.25,37.81,13.94,Energy-Aware
607,True,94,94,1.0,94,39002.25,295.0,5.85,2.72,Energy-Aware
607,True,141,94,1.5,141,25637.0,284.5,38.11,6.18,Energy-Aware
607,True,188,94,2.0,188,23118.25,273.0,44.19,9.98,Energy-Aware
608,True,96,96,1.0,96,42868.75,256.0,4.42,2.01,Energy-Aware
608,True,144,96,1.5,144,26976.25,239.5,39.86,8.33,Energy-Aware
608,True,192,96,2.0,192,20576.25,232.25,54.12,11.1,Energy-Aware
609,True,93,93,1.0,93,20502.25,222.25,16.25,5.02,Energy-Aware
609,True,140,93,1.5,140,11656.5,216.0,52.38,7.69,Energy-Aware
609,True,186,93,2.0,186,8629.25,208.25,64.75,11.0,Energy-Aware
610,True,107,107,1.0,107,17197.75,232.75,31.8,7.91,Energy-Aware
610,True,161,107,1.5,161,12993.25,217.0,48.48,14.14,Energy-Aware
610,True,214,107,2.0,214,9106.75,212.75,63.89,15.83,Energy-Aware
611,True,113,113,1.0,113,24827.0,315.75,36.34,3.37,Energy-Aware
611,True,170,113,1.5,170,16066.5,301.0,58.8,7.88,Energy-Aware
611,True,226,113,2.0,226,14002.75,294.25,64.09,9.95,Energy-Aware
612,True,103,103,1.0,103,9486.75,249.25,12.45,3.2,Energy-Aware
612,True,155,103,1.5,155,8770.5,233.75,19.06,9.22,Energy-Aware
612,True,206,103,2.0,206,10833.25,227.5,0.02,11.65,Energy-Aware
613,True,97,97,1.0,97,11013.0,279.5,14.66,4.53,Energy-Aware
613,True,146,97,1.5,146,10699.75,272.0,17.09,7.09,Energy-Aware
613,True,194,97,2.0,186,12344.75,265.25,4.34,9.39,Energy-Aware
614,True,108,108,1.0,108,12108.25,310.25,13.46,2.21,Energy-Aware
614,True,162,108,1.5,156,10864.5,296.5,22.35,6.54,Energy-Aware
614,True,216,108,2.0,216,13495.0,287.0,3.55,9.54,Energy-Aware
615,True,108,108,1.0,108,60485.0,361.75,1.57,2.03,Energy-Aware
615,True,162,108,1.5,162,43743.5,356.75,28.82,3.39,Energy-Aware
615,True,216,108,2.0,216,35211.5,337.0,42.7,8.73,Energy-Aware
616,True,96,96,1.0,96,43681.0,337.25,22.45,2.39,Energy-Aware
616,True,144,96,1.5,144,30773.75,316.5,45.37,8.39,Energy-Aware
616,True,192,96,2.0,192,27661.75,311.75,50.89,9.77,Energy-Aware
617,True,110,110,1.0,110,36092.0,330.0,20.96,1.86,Energy-Aware
617,True,165,110,1.5,165,39926.0,312.75,12.56,6.99,Energy-Aware
617,True,220,110,2.0,220,23314.5,307.75,48.94,8.48,Energy-Aware
618,True,90,90,1.0,90,52228.5,284.0,1.16,4.46,Energy-Aware
618,True,135,90,1.5,135,27001.5,278.0,48.9,6.48,Energy-Aware
618,True,180,90,2.0,180,27739.25,265.5,47.5,10.68,Energy-Aware
619,True,105,105,1.0,105,23180.75,226.75,23.21,-0.11,Energy-Aware
619,True,158,105,1.5,158,18897.75,211.25,37.4,6.73,Energy-Aware
619,True,210,105,2.0,210,17623.5,206.75,41.62,8.72,Energy-Aware
620,True,95,95,1.0,95,38329.75,234.0,-1.68,0.64,Energy-Aware
620,True,143,95,1.5,143,19580.5,221.75,48.06,5.84,Energy-Aware
620,True,190,95,2.0,190,20252.5,215.25,46.28,8.6,Energy-Aware
621,True,85,85,1.0,85,26418.5,244.75,3.54,1.41,Energy-Aware
621,True,128,85,1.5,128,19308.25,233.25,29.5,6.04,Energy-Aware
621,True,170,85,2.0,168,22468.0,226.0,17.96,8.96,Energy-Aware
622,True,111,111,1.0,111,28900.75,290.0,5.76,0.68,Energy-Aware
622,True,167,111,1.5,165,26826.5,275.25,12.53,5.74,Energy-Aware
622,True,222,111,2.0,222,30577.75,267.25,0.3,8.48,Energy-Aware
623,True,93,93,1.0,93,28998.0,256.75,3.08,3.3,Energy-Aware
623,True,140,93,1.5,132,20949.25,245.75,29.98,7.44,Energy-Aware
623,True,186,93,2.0,184,25107.5,236.5,16.09,10.92,Energy-Aware
624,True,107,107,1.0,107,65669.75,303.0,24.08,4.27,Energy-Aware
624,True,161,107,1.5,161,60407.0,295.0,30.16,6.79,Energy-Aware
624,True,214,107,2.0,214,54006.75,284.25,37.56,10.19,Energy-Aware
625,True,103,103,1.0,103,74811.25,303.5,14.48,-0.5,Energy-Aware
625,True,155,103,1.5,155,71511.5,284.25,18.25,5.88,Energy-Aware
625,True,206,103,2.0,206,54673.5,279.5,37.5,7.45,Energy-Aware
626,True,107,107,1.0,107,49659.0,193.0,5.19,3.74,Energy-Aware
626,True,161,107,1.5,161,41112.75,184.0,21.5,8.23,Energy-Aware
626,True,214,107,2.0,214,32532.25,181.75,37.89,9.35,Energy-Aware
627,True,120,120,1.0,120,120314.5,420.25,11.11,4.16,Energy-Aware
627,True,180,120,1.5,180,96763.5,404.5,28.51,7.75,Energy-Aware
627,True,240,120,2.0,240,82425.25,396.0,39.11,9.69,Energy-Aware
628,True,103,103,1.0,103,72329.75,243.25,16.86,1.02,Energy-Aware
628,True,155,103,1.5,155,56435.75,225.25,35.13,8.34,Energy-Aware
628,True,206,103,2.0,206,41322.75,221.0,52.5,10.07,Energy-Aware
629,True,108,108,1.0,108,80061.5,315.0,6.5,3.23,Energy-Aware
629,True,162,108,1.5,162,67609.25,305.75,21.04,6.07,Energy-Aware
629,True,216,108,2.0,216,53922.5,298.5,37.03,8.29,Energy-Aware
630,True,86,86,1.0,86,54723.5,253.25,8.18,2.5,Energy-Aware
630,True,129,86,1.5,126,38034.0,240.75,36.18,7.31,Energy-Aware
630,True,172,86,2.0,172,40321.0,231.25,32.35,10.97,Energy-Aware
631,True,95,95,1.0,95,62385.75,289.5,12.08,6.16,Energy-Aware
631,True,143,95,1.5,141,46090.0,278.75,35.04,9.64,Energy-Aware
631,True,190,95,2.0,190,47613.75,271.75,32.9,11.91,Energy-Aware
632,True,113,113,1.0,113,62279.5,350.0,8.54,0.78,Energy-Aware
632,True,170,113,1.5,170,62897.75,333.75,7.63,5.39,Energy-Aware
632,True,226,113,2.0,226,52637.5,322.5,22.7,8.58,Energy-Aware
633,True,100,100,1.0,100,51834.5,289.0,27.28,3.91,Energy-Aware
633,True,150,100,1.5,150,43787.5,281.25,38.57,6.48,Energy-Aware
633,True,200,100,2.0,200,37050.0,270.0,48.02,10.22,Energy-Aware
634,True,90,90,1.0,90,47834.75,207.75,22.96,2.35,Energy-Aware
634,True,135,90,1.5,135,36356.0,194.75,41.45,8.46,Energy-Aware
634,True,180,90,2.0,180,35693.5,190.0,42.51,10.69,Energy-Aware
635,True,103,103,1.0,103,83451.75,345.5,6.21,1.29,Energy-Aware
635,True,155,103,1.5,155,61378.0,336.5,31.02,3.86,Energy-Aware
635,True,206,103,2.0,206,45744.0,325.75,48.59,6.93,Energy-Aware
636,True,108,108,1.0,108,53097.0,348.75,4.54,1.55,Energy-Aware
636,True,162,108,1.5,162,35130.75,338.5,36.84,4.45,Energy-Aware
636,True,216,108,2.0,216,26767.0,325.75,51.88,8.05,Energy-Aware
637,True,102,102,1.0,102,38831.5,246.25,15.21,1.4,Energy-Aware
637,True,153,102,1.5,153,33612.75,231.5,26.6,7.31,Energy-Aware
637,True,204,102,2.0,204,17743.5,227.25,61.25,9.01,Energy-Aware
638,True,106,106,1.0,106,30272.0,231.25,20.05,-0.11,Energy-Aware
638,True,159,106,1.5,159,23564.5,218.5,37.77,5.41,Energy-Aware
638,True,212,106,2.0,212,17785.75,211.5,53.03,8.44,Energy-Aware
639,True,102,102,1.0,102,16109.0,272.75,20.49,2.5,Energy-Aware
639,True,153,102,1.5,141,17515.0,257.0,13.55,8.13,Energy-Aware
639,True,204,102,2.0,204,20509.0,249.5,-1.23,10.81,Energy-Aware
640,True,107,107,1.0,107,22679.5,337.0,17.23,3.99,Energy-Aware
640,True,161,107,1.5,161,30746.5,331.5,-12.22,5.56,Energy-Aware
640,True,214,107,2.0,214,30813.0,318.75,-12.46,9.19,Energy-Aware
641,True,105,105,1.0,105,14599.75,277.75,21.23,5.2,Energy-Aware
641,True,158,105,1.5,148,13352.25,273.0,27.96,6.83,Energy-Aware
641,True,210,105,2.0,210,20428.0,258.25,-10.22,11.86,Energy-Aware
642,True,111,111,1.0,111,74034.5,274.75,-0.12,2.31,Energy-Aware
642,True,167,111,1.5,167,63263.0,264.75,14.44,5.87,Energy-Aware
642,True,222,111,2.0,222,58314.0,257.5,21.14,8.44,Energy-Aware
643,True,165,110,1.5,165,81635.25,338.25,23.13,4.45,Energy-Aware
643,True,220,110,2.0,220,83648.0,324.0,21.24,8.47,Energy-Aware
644,True,101,101,1.0,101,95112.0,327.5,7.74,1.65,Energy-Aware
644,True,152,101,1.5,152,67659.75,319.25,34.37,4.13,Energy-Aware
644,True,202,101,2.0,202,71929.0,303.0,30.23,9.01,Energy-Aware
645,True,92,92,1.0,92,68023.0,234.25,8.93,5.83,Energy-Aware
645,True,138,92,1.5,138,65617.25,218.75,12.15,12.06,Energy-Aware
645,True,184,92,2.0,184,65370.75,215.75,12.48,13.27,Energy-Aware
646,True,105,105,1.0,105,92280.75,301.25,3.56,2.82,Energy-Aware
646,True,158,105,1.5,158,95567.5,288.75,0.13,6.85,Energy-Aware
646,True,210,105,2.0,210,87238.0,277.5,8.83,10.48,Energy-Aware
647,True,108,108,1.0,108,59170.25,200.75,7.29,9.98,Energy-Aware
647,True,162,108,1.5,151,61603.0,193.5,3.48,13.23,Energy-Aware
647,True,216,108,2.0,216,53382.0,188.75,16.36,15.36,Energy-Aware
648,True,131,131,1.0,131,117949.5,350.75,6.11,1.89,Energy-Aware
648,True,197,131,1.5,197,112582.75,339.25,10.38,5.1,Energy-Aware
648,True,262,131,2.0,262,96753.5,336.0,22.98,6.01,Energy-Aware
649,True,87,87,1.0,87,134292.75,304.75,3.81,2.17,Energy-Aware
649,True,131,87,1.5,129,98487.5,291.5,29.45,6.42,Energy-Aware
649,True,174,87,2.0,174,96949.5,284.25,30.56,8.75,Energy-Aware
650,True,101,101,1.0,101,121421.5,284.25,4.72,3.56,Energy-Aware
650,True,152,101,1.5,151,93059.75,271.5,26.98,7.89,Energy-Aware
650,True,202,101,2.0,202,83172.75,266.25,34.73,9.67,Energy-Aware
651,True,109,109,1.0,109,81521.0,248.0,8.83,2.84,Energy-Aware
651,True,164,109,1.5,164,71240.75,237.25,20.33,7.05,Energy-Aware
651,True,218,109,2.0,218,42591.0,234.0,52.37,8.33,Energy-Aware
652,True,92,92,1.0,92,99395.0,257.0,8.21,2.93,Energy-Aware
652,True,138,92,1.5,138,60458.75,241.0,44.17,8.97,Energy-Aware
652,True,184,92,2.0,184,58624.25,235.5,45.86,11.05,Energy-Aware
653,True,103,103,1.0,103,70204.75,213.5,8.98,2.06,Energy-Aware
653,True,155,103,1.5,155,49909.75,198.75,35.29,8.83,Energy-Aware
653,True,206,103,2.0,206,39743.5,192.5,48.47,11.7,Energy-Aware
654,True,94,94,1.0,94,73407.0,206.5,4.26,3.95,Energy-Aware
654,True,141,94,1.5,141,28912.75,198.0,62.29,7.91,Energy-Aware
654,True,188,94,2.0,188,14810.25,188.75,80.68,12.21,Energy-Aware
655,True,85,85,1.0,85,99391.5,281.0,3.67,1.83,Energy-Aware
655,True,128,85,1.5,128,48029.75,270.25,53.45,5.59,Energy-Aware
655,True,170,85,2.0,170,30867.75,260.75,70.08,8.91,Energy-Aware
656,True,93,93,1.0,93,70608.5,251.25,13.06,5.9,Energy-Aware
656,True,140,93,1.5,140,43406.5,240.0,46.55,10.11,Energy-Aware
656,True,186,93,2.0,186,21489.5,233.5,73.54,12.55,Energy-Aware
657,True,96,96,1.0,96,13112.5,213.0,8.52,4.7,Energy-Aware
657,True,144,96,1.5,142,10111.5,202.25,29.46,9.51,Energy-Aware
657,True,192,96,2.0,192,16918.0,198.0,-18.03,11.41,Energy-Aware
658,True,104,104,1.0,104,10278.0,256.5,53.06,2.38,Energy-Aware
658,True,156,104,1.5,156,20339.5,246.25,7.11,6.28,Energy-Aware
658,True,208,104,2.0,208,22903.5,236.0,-4.6,10.18,Energy-Aware
659,True,88,88,1.0,88,13264.0,223.25,31.95,5.5,Energy-Aware
659,True,132,88,1.5,131,10690.0,213.25,45.15,9.74,Energy-Aware
659,True,176,88,2.0,176,15000.0,207.75,23.04,12.06,Energy-Aware
660,True,114,114,1.0,114,83328.25,247.75,2.98,2.36,Energy-Aware
660,True,171,114,1.5,171,63088.75,231.5,26.54,8.77,Energy-Aware
660,True,228,114,2.0,228,41732.25,227.5,51.41,10.34,Energy-Aware
661,True,92,92,1.0,92,98040.5,275.25,12.55,5.66,Energy-Aware
661,True,138,92,1.5,138,54355.0,266.0,51.52,8.83,Energy-Aware
661,True,184,92,2.0,184,60226.75,256.75,46.28,12.0,Energy-Aware
662,True,109,109,1.0,109,60713.25,239.5,21.87,7.26,Energy-Aware
662,True,164,109,1.5,164,55176.5,229.0,28.99,11.33,Energy-Aware
662,True,218,109,2.0,218,36061.25,224.5,53.59,13.07,Energy-Aware
663,True,99,99,1.0,99,54945.5,225.25,16.62,5.46,Energy-Aware
663,True,149,99,1.5,149,43989.5,212.75,33.25,10.7,Energy-Aware
663,True,198,99,2.0,198,35256.5,209.75,46.5,11.96,Energy-Aware
664,True,99,99,1.0,99,83527.0,311.5,12.16,1.74,Energy-Aware
664,True,149,99,1.5,149,65605.0,303.75,31.01,4.18,Energy-Aware
664,True,198,99,2.0,198,53048.25,294.75,44.21,7.02,Energy-Aware
665,True,102,102,1.0,102,90501.5,346.0,8.03,5.53,Energy-Aware
665,True,153,102,1.5,153,68267.0,330.75,30.63,9.69,Energy-Aware
665,True,204,102,2.0,204,55847.25,324.25,43.25,11.47,Energy-Aware
666,True,101,101,1.0,101,56196.75,238.25,9.3,4.51,Energy-Aware
666,True,152,101,1.5,152,39404.75,231.5,36.4,7.21,Energy-Aware
666,True,202,101,2.0,202,24598.0,225.5,60.3,9.62,Energy-Aware
667,True,108,108,1.0,108,74841.25,334.25,11.03,3.47,Energy-Aware
667,True,162,108,1.5,162,47295.75,320.0,43.78,7.58,Energy-Aware
667,True,216,108,2.0,216,25287.0,312.5,69.94,9.75,Energy-Aware
668,True,104,104,1.0,104,79473.5,316.0,6.59,3.59,Energy-Aware
668,True,156,104,1.5,156,47819.5,307.0,43.79,6.33,Energy-Aware
668,True,208,104,2.0,208,24794.25,295.25,70.86,9.92,Energy-Aware
669,True,106,106,1.0,106,13671.0,216.0,31.0,3.79,Energy-Aware
669,True,159,106,1.5,159,11730.25,205.75,40.8,8.35,Energy-Aware
669,True,212,106,2.0,212,10943.25,200.75,44.77,10.58,Energy-Aware
670,True,105,105,1.0,105,17593.5,254.75,45.53,6.77,Energy-Aware
670,True,158,105,1.5,158,19014.0,244.0,41.13,10.7,Energy-Aware
670,True,210,105,2.0,210,14440.5,239.0,55.29,12.53,Energy-Aware
671,True,90,90,1.0,90,20789.0,257.75,43.4,2.09,Energy-Aware
671,True,135,90,1.5,135,15374.5,248.0,58.14,5.79,Energy-Aware
671,True,180,90,2.0,180,13252.0,239.5,63.92,9.02,Energy-Aware
672,True,103,103,1.0,103,14909.25,271.75,44.26,3.29,Energy-Aware
672,True,155,103,1.5,155,15988.25,264.25,40.22,5.96,Energy-Aware
672,True,206,103,2.0,206,17906.5,253.5,33.05,9.79,Energy-Aware
673,True,107,107,1.0,107,17670.0,255.25,10.69,3.04,Energy-Aware
673,True,161,107,1.5,161,16351.25,245.5,17.36,6.74,Energy-Aware
673,True,214,107,2.0,214,16748.0,239.75,15.35,8.93,Energy-Aware
674,True,104,104,1.0,104,12032.5,237.75,34.69,5.0,Energy-Aware
674,True,156,104,1.5,156,18781.75,222.75,-1.94,10.99,Energy-Aware
674,True,208,104,2.0,208,16748.5,215.75,9.09,13.79,Energy-Aware
675,True,120,120,1.0,120,30943.25,280.5,16.48,8.78,Energy-Aware
675,True,180,120,1.5,180,35252.75,268.75,4.85,12.6,Energy-Aware
675,True,240,120,2.0,240,20971.75,263.5,43.39,14.31,Energy-Aware
676,True,99,99,1.0,99,23916.75,192.5,25.8,5.64,Energy-Aware
676,True,149,99,1.5,149,19130.5,184.0,40.65,9.8,Energy-Aware
676,True,198,99,2.0,198,15432.5,178.0,52.12,12.75,Energy-Aware
677,True,98,98,1.0,98,28252.0,219.0,17.59,1.46,Energy-Aware
677,True,147,98,1.5,147,26377.0,205.0,23.06,7.76,Energy-Aware
677,True,196,98,2.0,196,18320.5,199.75,46.56,10.12,Energy-Aware
678,True,96,96,1.0,96,31298.5,253.75,16.64,4.15,Energy-Aware
678,True,144,96,1.5,144,14979.5,240.75,60.1,9.07,Energy-Aware
678,True,192,96,2.0,192,12390.25,233.75,67.0,11.71,Energy-Aware
679,True,104,104,1.0,104,20188.0,260.0,30.61,3.17,Energy-Aware
679,True,156,104,1.5,156,17732.5,240.5,39.05,10.43,Energy-Aware
679,True,208,104,2.0,208,13607.25,235.75,53.23,12.2,Energy-Aware
680,True,108,108,1.0,108,26072.5,307.75,34.05,2.07,Energy-Aware
680,True,162,108,1.5,156,16037.5,294.5,59.43,6.28,Energy-Aware
680,True,216,108,2.0,216,16206.25,283.75,59.01,9.71,Energy-Aware
681,True,94,94,1.0,94,19909.5,312.5,6.96,1.65,Energy-Aware
681,True,141,94,1.5,141,13684.25,301.75,36.05,5.04,Energy-Aware
681,True,188,94,2.0,188,15561.0,289.75,27.28,8.81,Energy-Aware
682,True,98,98,1.0,98,11018.25,253.25,22.39,1.17,Energy-Aware
682,True,147,98,1.5,147,12993.25,242.75,8.47,5.27,Energy-Aware
682,True,196,98,2.0,196,11276.0,237.0,20.57,7.51,Energy-Aware
