Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
114,True,95,95,1.0,95,32663.75,267.25,3.96,0.19,Carbon-Aware
114,True,143,95,1.5,143,14967.25,262.25,55.99,2.05,Carbon-Aware
114,True,190,95,2.0,190,12621.0,255.25,62.89,4.67,Carbon-Aware
115,True,105,105,1.0,105,19118.25,241.0,33.01,1.13,Carbon-Aware
115,True,158,105,1.5,158,12484.0,235.25,56.26,3.49,Carbon-Aware
115,True,210,105,2.0,209,11287.25,226.0,60.45,7.28,Carbon-Aware
116,True,98,98,1.0,98,20019.25,233.5,18.83,2.2,Carbon-Aware
116,True,147,98,1.5,147,12818.0,230.0,48.03,3.66,Carbon-Aware
116,True,196,98,2.0,196,10838.75,221.5,56.05,7.23,Carbon-Aware
117,True,135,135,1.0,135,23838.0,375.0,10.17,6.48,Carbon-Aware
117,True,203,135,1.5,135,23618.0,389.5,11.0,2.87,Carbon-Aware
117,True,270,135,2.0,220,22801.75,379.25,14.07,5.42,Carbon-Aware
118,True,109,109,1.0,109,11442.75,217.25,14.11,2.58,Carbon-Aware
118,True,164,109,1.5,124,11068.0,221.0,16.92,0.9,Carbon-Aware
118,True,218,109,2.0,215,10925.0,215.0,17.99,3.59,Carbon-Aware
119,True,116,116,1.0,116,15724.5,290.5,9.87,-1.4,Carbon-Aware
119,True,174,116,1.5,124,15069.75,288.25,13.62,-0.61,Carbon-Aware
119,True,232,116,2.0,211,15189.75,289.75,12.94,-1.13,Carbon-Aware
120,True,99,99,1.0,99,60434.25,264.5,12.04,4.86,Carbon-Aware
120,True,149,99,1.5,149,31445.5,261.0,54.23,6.12,Carbon-Aware
120,True,198,99,2.0,198,27457.5,259.75,60.04,6.56,Carbon-Aware
121,True,95,95,1.0,95,66098.5,240.0,3.38,1.03,Carbon-Aware
121,True,143,95,1.5,143,28851.75,228.25,57.82,5.88,Carbon-Aware
121,True,190,95,2.0,190,25299.25,231.0,63.02,4.74,Carbon-Aware
122,True,96,96,1.0,96,48199.25,221.5,24.52,0.45,Carbon-Aware
122,True,144,96,1.5,144,24260.75,216.75,62.01,2.58,Carbon-Aware
122,True,192,96,2.0,192,23184.5,217.5,63.7,2.25,Carbon-Aware
123,True,116,116,1.0,116,39904.0,289.25,12.83,-1.05,Carbon-Aware
123,True,174,116,1.5,174,39167.75,281.25,14.44,1.75,Carbon-Aware
123,True,232,116,2.0,232,17872.5,283.5,60.96,0.96,Carbon-Aware
124,True,85,85,1.0,85,60883.75,303.75,7.46,1.7,Carbon-Aware
124,True,128,85,1.5,128,37607.5,300.25,42.84,2.83,Carbon-Aware
124,True,170,85,2.0,156,37036.75,292.0,43.71,5.5,Carbon-Aware
125,True,103,103,1.0,103,37914.5,263.5,30.52,1.31,Carbon-Aware
125,True,155,103,1.5,153,31349.25,256.0,42.55,4.12,Carbon-Aware
125,True,206,103,2.0,206,20743.0,265.75,61.99,0.47,Carbon-Aware
126,True,114,114,1.0,114,64049.25,308.0,7.54,2.69,Carbon-Aware
126,True,171,114,1.5,156,18084.75,313.75,73.89,0.87,Carbon-Aware
126,True,228,114,2.0,226,16856.75,307.0,75.67,3.0,Carbon-Aware
127,True,115,115,1.0,115,67819.5,333.25,12.56,4.51,Carbon-Aware
127,True,173,115,1.5,173,22444.5,329.5,71.06,5.59,Carbon-Aware
127,True,230,115,2.0,223,18594.25,331.0,76.03,5.16,Carbon-Aware
128,True,112,112,1.0,112,43456.75,274.25,28.06,4.36,Carbon-Aware
128,True,168,112,1.5,152,15473.0,286.25,74.39,0.17,Carbon-Aware
128,True,224,112,2.0,224,14846.25,272.75,75.42,4.88,Carbon-Aware
129,True,99,99,1.0,99,33567.5,388.0,22.9,1.59,Carbon-Aware
129,True,149,99,1.5,149,25331.75,388.0,41.81,1.59,Carbon-Aware
129,True,198,99,2.0,198,25248.75,386.5,42.0,1.97,Carbon-Aware
130,True,100,100,1.0,100,31111.5,331.5,22.43,3.07,Carbon-Aware
130,True,150,100,1.5,150,22362.75,330.75,44.25,3.29,Carbon-Aware
130,True,200,100,2.0,200,21416.5,336.25,46.61,1.68,Carbon-Aware
131,True,103,103,1.0,103,23368.0,246.0,22.53,6.64,Carbon-Aware
131,True,155,103,1.5,128,15125.75,250.5,49.85,4.93,Carbon-Aware
131,True,206,103,2.0,206,15421.5,249.0,48.87,5.5,Carbon-Aware
132,True,117,117,1.0,117,33899.0,366.0,19.11,0.61,Carbon-Aware
132,True,176,117,1.5,176,29152.5,359.0,30.43,2.51,Carbon-Aware
132,True,234,117,2.0,224,23587.0,361.75,43.71,1.77,Carbon-Aware
133,True,117,117,1.0,117,30798.75,325.25,17.87,2.62,Carbon-Aware
133,True,176,117,1.5,175,25689.25,323.0,31.5,3.29,Carbon-Aware
133,True,234,117,2.0,224,22825.25,329.5,39.13,1.35,Carbon-Aware
134,True,97,97,1.0,97,25038.25,236.25,13.65,-0.53,Carbon-Aware
134,True,146,97,1.5,146,16453.25,237.0,43.26,-0.85,Carbon-Aware
134,True,194,97,2.0,194,16621.5,227.5,42.68,3.19,Carbon-Aware
135,True,120,120,1.0,120,29656.25,312.5,17.07,1.81,Carbon-Aware
135,True,180,120,1.5,177,25977.25,307.0,27.36,3.53,Carbon-Aware
135,True,240,120,2.0,223,19624.5,308.25,45.12,3.14,Carbon-Aware
136,True,111,111,1.0,111,24859.75,274.25,23.86,1.08,Carbon-Aware
136,True,167,111,1.5,167,18755.25,270.25,42.55,2.52,Carbon-Aware
136,True,222,111,2.0,216,16242.5,278.0,50.25,-0.27,Carbon-Aware
137,True,110,110,1.0,110,28301.75,266.5,7.48,-0.47,Carbon-Aware
137,True,165,110,1.5,164,19998.25,258.75,34.62,2.45,Carbon-Aware
137,True,220,110,2.0,220,15977.25,266.75,47.77,-0.57,Carbon-Aware
138,True,103,103,1.0,103,44356.25,365.25,12.75,2.79,Carbon-Aware
138,True,155,103,1.5,155,30008.5,359.75,40.97,4.26,Carbon-Aware
138,True,206,103,2.0,206,25961.25,363.25,48.93,3.33,Carbon-Aware
139,True,114,114,1.0,114,38883.5,337.25,12.4,0.07,Carbon-Aware
139,True,171,114,1.5,171,30725.75,322.75,30.78,4.37,Carbon-Aware
139,True,228,114,2.0,226,22042.25,331.25,50.34,1.85,Carbon-Aware
140,True,89,89,1.0,89,45960.5,300.25,10.92,1.48,Carbon-Aware
140,True,134,89,1.5,134,26691.0,291.5,48.27,4.35,Carbon-Aware
140,True,178,89,2.0,178,26117.75,288.75,49.38,5.25,Carbon-Aware
141,True,105,105,1.0,105,28574.75,257.5,16.25,1.06,Carbon-Aware
141,True,158,105,1.5,158,20085.75,257.5,41.13,1.06,Carbon-Aware
141,True,210,105,2.0,207,16793.0,254.5,50.78,2.21,Carbon-Aware
142,True,100,100,1.0,100,38147.0,322.25,12.32,1.53,Carbon-Aware
142,True,150,100,1.5,150,24567.75,316.25,43.53,3.36,Carbon-Aware
142,True,200,100,2.0,200,20780.0,318.0,52.24,2.83,Carbon-Aware
143,True,121,121,1.0,121,33218.75,314.75,7.99,1.18,Carbon-Aware
143,True,182,121,1.5,182,25849.5,310.0,28.4,2.67,Carbon-Aware
143,True,242,121,2.0,208,22722.75,318.5,37.06,0.0,Carbon-Aware
144,True,98,98,1.0,98,16097.0,199.5,18.3,2.33,Carbon-Aware
144,True,147,98,1.5,147,15620.5,195.0,20.72,4.53,Carbon-Aware
144,True,196,98,2.0,109,14751.5,200.25,25.13,1.96,Carbon-Aware
145,True,105,105,1.0,105,21858.5,267.5,8.21,-0.28,Carbon-Aware
145,True,158,105,1.5,137,22143.0,264.0,7.02,1.03,Carbon-Aware
145,True,210,105,2.0,208,21965.75,261.25,7.76,2.06,Carbon-Aware
146,True,88,88,1.0,88,25333.5,299.75,12.26,2.44,Carbon-Aware
146,True,132,88,1.5,130,23202.75,293.0,19.64,4.64,Carbon-Aware
146,True,176,88,2.0,172,23087.0,290.25,20.04,5.53,Carbon-Aware
147,True,136,136,1.0,136,60991.5,326.5,5.04,2.54,Carbon-Aware
147,True,204,136,1.5,204,52687.75,312.0,17.97,6.87,Carbon-Aware
147,True,272,136,2.0,272,54041.25,309.25,15.86,7.69,Carbon-Aware
148,True,96,96,1.0,96,34998.0,225.75,7.0,1.1,Carbon-Aware
148,True,144,96,1.5,144,33348.5,212.0,11.38,7.12,Carbon-Aware
148,True,192,96,2.0,192,32959.5,208.5,12.41,8.65,Carbon-Aware
149,True,95,95,1.0,95,47667.5,291.75,6.37,2.75,Carbon-Aware
149,True,143,95,1.5,116,47669.75,294.75,6.36,1.75,Carbon-Aware
149,True,190,95,2.0,190,45925.25,280.5,9.79,6.5,Carbon-Aware
150,True,98,98,1.0,98,39069.5,194.5,13.68,2.26,Carbon-Aware
150,True,147,98,1.5,124,29536.25,192.5,34.74,3.27,Carbon-Aware
150,True,196,98,2.0,196,26205.5,187.25,42.1,5.9,Carbon-Aware
151,True,97,97,1.0,97,49558.5,239.25,3.47,0.93,Carbon-Aware
151,True,146,97,1.5,142,39404.75,235.5,23.25,2.48,Carbon-Aware
151,True,194,97,2.0,194,34136.0,241.25,33.51,0.1,Carbon-Aware
152,True,99,99,1.0,99,60655.75,290.5,8.3,0.85,Carbon-Aware
152,True,149,99,1.5,139,49785.0,286.0,24.74,2.39,Carbon-Aware
152,True,198,99,2.0,198,41507.0,287.25,37.25,1.96,Carbon-Aware
153,True,101,101,1.0,101,112362.0,434.0,12.27,-1.52,Carbon-Aware
153,True,152,101,1.5,152,51258.0,420.5,59.98,1.64,Carbon-Aware
153,True,202,101,2.0,202,38928.75,410.75,69.61,3.92,Carbon-Aware
154,True,79,79,1.0,79,71871.75,278.25,18.21,-0.27,Carbon-Aware
154,True,119,79,1.5,119,36667.0,278.5,58.27,-0.36,Carbon-Aware
154,True,158,79,2.0,158,23866.5,284.25,72.84,-2.43,Carbon-Aware
155,True,105,105,1.0,105,82378.75,347.25,10.72,3.0,Carbon-Aware
155,True,158,105,1.5,158,33166.0,341.0,64.06,4.75,Carbon-Aware
155,True,210,105,2.0,210,26650.5,350.75,71.12,2.03,Carbon-Aware
156,True,106,106,1.0,106,25877.0,276.0,16.66,-1.19,Carbon-Aware
156,True,159,106,1.5,159,16115.25,271.5,48.1,0.46,Carbon-Aware
156,True,212,106,2.0,212,11414.0,273.25,63.24,-0.18,Carbon-Aware
157,True,117,117,1.0,117,27506.5,332.0,13.86,2.35,Carbon-Aware
157,True,176,117,1.5,176,18612.5,327.0,41.71,3.82,Carbon-Aware
157,True,234,117,2.0,223,16014.25,325.75,49.85,4.19,Carbon-Aware
158,True,98,98,1.0,98,25160.75,284.75,19.51,3.88,Carbon-Aware
158,True,147,98,1.5,147,20480.0,279.5,34.48,5.65,Carbon-Aware
158,True,196,98,2.0,196,12780.25,279.0,59.11,5.82,Carbon-Aware
159,True,108,108,1.0,108,15855.0,346.75,3.76,0.5,Carbon-Aware
159,True,162,108,1.5,120,16403.25,350.75,0.43,-0.65,Carbon-Aware
159,True,216,108,2.0,216,16155.5,347.25,1.94,0.36,Carbon-Aware
160,True,105,105,1.0,105,12868.25,291.25,14.65,2.35,Carbon-Aware
160,True,158,105,1.5,123,12658.0,293.25,16.05,1.68,Carbon-Aware
160,True,210,105,2.0,122,12518.75,289.0,16.97,3.1,Carbon-Aware
161,True,105,105,1.0,105,13858.5,315.5,10.67,0.63,Carbon-Aware
161,True,158,105,1.5,123,13906.0,314.75,10.36,0.87,Carbon-Aware
161,True,210,105,2.0,210,13875.0,305.75,10.56,3.7,Carbon-Aware
162,True,108,108,1.0,108,47565.0,225.5,29.04,5.65,Carbon-Aware
162,True,162,108,1.5,156,24361.5,223.5,63.66,6.49,Carbon-Aware
162,True,216,108,2.0,216,21124.0,224.75,68.49,5.96,Carbon-Aware
163,True,107,107,1.0,107,26422.5,233.5,42.88,-0.32,Carbon-Aware
163,True,161,107,1.5,161,18471.5,230.0,60.07,1.18,Carbon-Aware
163,True,214,107,2.0,207,16956.0,238.5,63.34,-2.47,Carbon-Aware
164,True,106,106,1.0,106,50279.0,257.5,17.88,3.47,Carbon-Aware
164,True,159,106,1.5,156,26329.0,256.0,57.0,4.03,Carbon-Aware
164,True,212,106,2.0,212,22527.5,254.25,63.21,4.69,Carbon-Aware
165,True,100,100,1.0,100,35321.25,207.5,21.57,1.07,Carbon-Aware
165,True,150,100,1.5,150,27238.75,202.5,39.51,3.46,Carbon-Aware
165,True,200,100,2.0,200,18382.25,207.5,59.18,1.07,Carbon-Aware
166,True,100,100,1.0,100,50834.5,267.25,16.62,2.91,Carbon-Aware
166,True,150,100,1.5,150,38290.0,264.25,37.19,4.0,Carbon-Aware
166,True,200,100,2.0,200,28659.0,269.5,52.99,2.09,Carbon-Aware
167,True,117,117,1.0,117,67961.5,337.5,4.8,1.03,Carbon-Aware
167,True,176,117,1.5,176,58868.5,330.0,17.54,3.23,Carbon-Aware
167,True,234,117,2.0,230,37409.75,333.75,47.6,2.13,Carbon-Aware
168,True,116,116,1.0,116,41740.25,312.75,12.42,2.27,Carbon-Aware
168,True,174,116,1.5,174,32813.75,304.25,31.15,4.92,Carbon-Aware
168,True,232,116,2.0,232,21554.25,302.5,54.77,5.47,Carbon-Aware
169,True,95,95,1.0,95,56658.5,291.5,11.29,1.6,Carbon-Aware
169,True,143,95,1.5,132,36386.5,282.75,43.03,4.56,Carbon-Aware
169,True,190,95,2.0,190,27622.0,284.25,56.75,4.05,Carbon-Aware
170,True,104,104,1.0,104,36765.5,251.75,11.24,2.61,Carbon-Aware
170,True,156,104,1.5,156,28336.25,242.0,31.59,6.38,Carbon-Aware
170,True,208,104,2.0,208,18241.75,247.25,55.96,4.35,Carbon-Aware
171,True,113,113,1.0,113,44164.0,346.75,19.89,2.26,Carbon-Aware
171,True,170,113,1.5,165,36015.5,342.5,34.67,3.45,Carbon-Aware
171,True,226,113,2.0,226,30314.5,340.25,45.01,4.09,Carbon-Aware
172,True,99,99,1.0,99,35337.25,281.5,28.77,-0.81,Carbon-Aware
172,True,149,99,1.5,146,23583.0,273.0,52.46,2.24,Carbon-Aware
172,True,198,99,2.0,198,22029.0,281.75,55.59,-0.9,Carbon-Aware
173,True,111,111,1.0,111,26412.25,247.0,32.46,3.7,Carbon-Aware
173,True,167,111,1.5,143,20545.25,247.5,47.47,3.51,Carbon-Aware
173,True,222,111,2.0,214,17065.75,241.0,56.36,6.04,Carbon-Aware
174,True,100,100,1.0,100,69242.0,243.75,11.58,3.85,Carbon-Aware
174,True,150,100,1.5,150,32156.0,241.25,58.94,4.83,Carbon-Aware
174,True,200,100,2.0,200,24751.75,244.75,68.39,3.45,Carbon-Aware
175,True,100,100,1.0,100,54787.5,234.75,12.91,0.63,Carbon-Aware
175,True,150,100,1.5,150,25980.5,228.0,58.7,3.49,Carbon-Aware
175,True,200,100,2.0,200,22226.25,230.5,64.67,2.43,Carbon-Aware
176,True,105,105,1.0,105,61298.5,295.0,31.48,4.07,Carbon-Aware
176,True,158,105,1.5,158,40568.5,287.75,54.65,6.42,Carbon-Aware
176,True,210,105,2.0,210,25445.5,301.5,71.56,1.95,Carbon-Aware
177,True,103,103,1.0,103,53767.75,247.0,11.48,0.7,Carbon-Aware
177,True,155,103,1.5,141,24971.25,244.5,58.89,1.71,Carbon-Aware
177,True,206,103,2.0,206,14451.5,244.25,76.21,1.81,Carbon-Aware
178,True,106,106,1.0,106,49584.75,284.75,21.41,1.39,Carbon-Aware
178,True,159,106,1.5,137,26809.25,284.75,57.51,1.39,Carbon-Aware
178,True,212,106,2.0,212,17609.25,286.0,72.09,0.95,Carbon-Aware
179,True,108,108,1.0,108,62530.75,293.25,9.05,-0.69,Carbon-Aware
179,True,162,108,1.5,162,34090.0,282.25,50.42,3.09,Carbon-Aware
179,True,216,108,2.0,216,17334.75,288.0,74.79,1.12,Carbon-Aware
180,True,100,100,1.0,100,44782.5,314.0,39.16,4.12,Carbon-Aware
180,True,150,100,1.5,150,24497.5,316.0,66.72,3.51,Carbon-Aware
180,True,200,100,2.0,200,22038.5,307.25,70.06,6.18,Carbon-Aware
181,True,114,114,1.0,114,52485.25,313.75,21.27,2.03,Carbon-Aware
181,True,171,114,1.5,171,32816.75,309.25,50.77,3.43,Carbon-Aware
181,True,228,114,2.0,228,19490.25,317.25,70.76,0.94,Carbon-Aware
182,True,93,93,1.0,93,51573.25,283.75,18.14,2.16,Carbon-Aware
182,True,140,93,1.5,134,20525.0,283.5,67.42,2.24,Carbon-Aware
182,True,186,93,2.0,186,23016.5,282.25,63.47,2.67,Carbon-Aware
183,True,107,107,1.0,107,24894.75,227.25,28.06,-3.18,Carbon-Aware
183,True,161,107,1.5,161,13438.75,228.5,61.17,-3.75,Carbon-Aware
183,True,214,107,2.0,214,10980.5,219.0,68.27,0.57,Carbon-Aware
184,True,95,95,1.0,95,55098.25,316.5,4.44,1.86,Carbon-Aware
184,True,143,95,1.5,143,20681.0,319.0,64.13,1.09,Carbon-Aware
184,True,190,95,2.0,188,16635.75,319.5,71.15,0.93,Carbon-Aware
185,True,109,109,1.0,109,29902.25,219.25,9.43,3.09,Carbon-Aware
185,True,164,109,1.5,164,12218.0,223.25,62.99,1.33,Carbon-Aware
185,True,218,109,2.0,205,10606.5,213.0,67.87,5.86,Carbon-Aware
186,True,86,86,1.0,86,11569.5,226.5,12.83,-1.0,Carbon-Aware
186,True,129,86,1.5,112,10834.0,219.0,18.37,2.34,Carbon-Aware
186,True,172,86,2.0,114,10643.5,215.25,19.81,4.01,Carbon-Aware
187,True,92,92,1.0,92,20087.25,349.25,10.45,3.12,Carbon-Aware
187,True,138,92,1.5,120,20119.5,346.25,10.3,3.95,Carbon-Aware
187,True,184,92,2.0,110,20503.0,353.75,8.59,1.87,Carbon-Aware
188,True,177,118,1.5,127,27655.75,372.25,-8.0,-2.62,Carbon-Aware
188,True,236,118,2.0,220,25715.75,355.0,-0.42,2.14,Carbon-Aware
189,True,99,99,1.0,99,54501.25,228.25,14.1,0.98,Carbon-Aware
189,True,149,99,1.5,149,32652.75,226.75,48.53,1.63,Carbon-Aware
189,True,198,99,2.0,198,31576.0,224.75,50.23,2.49,Carbon-Aware
190,True,110,110,1.0,110,62084.0,320.5,23.31,3.32,Carbon-Aware
190,True,165,110,1.5,165,49925.5,316.25,38.33,4.6,Carbon-Aware
190,True,220,110,2.0,220,39330.25,319.25,51.42,3.7,Carbon-Aware
191,True,106,106,1.0,106,53867.25,238.5,7.0,-0.32,Carbon-Aware
191,True,159,106,1.5,159,37230.25,231.75,35.73,2.52,Carbon-Aware
191,True,212,106,2.0,212,28132.75,237.0,51.43,0.32,Carbon-Aware
192,True,108,108,1.0,108,126377.0,368.25,0.56,0.47,Carbon-Aware
192,True,162,108,1.5,162,64598.0,359.0,49.17,2.97,Carbon-Aware
192,True,216,108,2.0,216,34353.25,362.0,72.97,2.16,Carbon-Aware
193,True,103,103,1.0,103,72040.0,245.5,12.34,2.19,Carbon-Aware
193,True,155,103,1.5,155,36165.5,248.25,56.0,1.1,Carbon-Aware
193,True,206,103,2.0,206,22364.0,243.75,72.79,2.89,Carbon-Aware
194,True,102,102,1.0,102,86601.0,270.25,13.54,4.42,Carbon-Aware
194,True,153,102,1.5,153,45234.5,277.75,54.84,1.77,Carbon-Aware
194,True,204,102,2.0,204,25333.25,273.0,74.71,3.45,Carbon-Aware
195,True,112,112,1.0,112,27746.25,283.5,8.1,2.58,Carbon-Aware
195,True,168,112,1.5,163,25509.0,274.5,15.51,5.67,Carbon-Aware
195,True,224,112,2.0,207,21145.25,273.0,29.97,6.19,Carbon-Aware
196,True,104,104,1.0,104,25932.0,243.0,20.04,1.02,Carbon-Aware
196,True,156,104,1.5,154,21848.75,237.25,32.63,3.36,Carbon-Aware
196,True,208,104,2.0,208,18718.5,236.25,42.28,3.77,Carbon-Aware
197,True,97,97,1.0,97,39971.5,299.5,13.45,0.08,Carbon-Aware
197,True,146,97,1.5,146,29186.5,293.75,36.8,2.0,Carbon-Aware
197,True,194,97,2.0,194,26589.25,295.5,42.42,1.42,Carbon-Aware
198,True,81,81,1.0,81,52564.0,300.25,4.42,0.58,Carbon-Aware
198,True,122,81,1.5,121,36665.5,290.25,33.33,3.89,Carbon-Aware
198,True,162,81,2.0,162,38071.5,288.0,30.77,4.64,Carbon-Aware
199,True,110,110,1.0,110,27934.75,224.5,16.08,0.99,Carbon-Aware
199,True,165,110,1.5,165,26682.75,220.25,19.84,2.87,Carbon-Aware
199,True,220,110,2.0,216,16440.0,223.5,50.61,1.43,Carbon-Aware
200,True,120,120,1.0,120,44267.5,326.75,13.72,4.6,Carbon-Aware
200,True,180,120,1.5,180,41364.75,324.75,19.38,5.18,Carbon-Aware
200,True,240,120,2.0,238,27993.75,328.0,45.44,4.23,Carbon-Aware
201,True,103,103,1.0,103,27339.75,241.0,32.67,3.98,Carbon-Aware
201,True,155,103,1.5,155,20037.25,241.0,50.65,3.98,Carbon-Aware
201,True,206,103,2.0,201,15536.25,241.25,61.74,3.88,Carbon-Aware
202,True,97,97,1.0,97,43194.25,276.25,9.99,3.07,Carbon-Aware
202,True,146,97,1.5,146,24402.0,274.0,49.15,3.86,Carbon-Aware
202,True,194,97,2.0,194,19034.75,269.75,60.33,5.35,Carbon-Aware
203,True,93,93,1.0,93,66541.75,339.5,5.56,2.23,Carbon-Aware
203,True,140,93,1.5,130,38586.5,338.25,45.23,2.59,Carbon-Aware
203,True,186,93,2.0,186,25637.25,337.75,63.61,2.74,Carbon-Aware
204,True,99,99,1.0,99,16834.25,224.25,30.6,-1.01,Carbon-Aware
204,True,149,99,1.5,115,15560.0,218.0,35.86,1.8,Carbon-Aware
204,True,198,99,2.0,198,14746.5,219.0,39.21,1.35,Carbon-Aware
205,True,82,82,1.0,82,61805.5,351.75,4.12,0.64,Carbon-Aware
205,True,123,82,1.5,122,32292.5,352.75,49.9,0.35,Carbon-Aware
205,True,164,82,2.0,164,32586.75,343.75,49.44,2.9,Carbon-Aware
206,True,86,86,1.0,86,40635.75,313.5,17.25,2.49,Carbon-Aware
206,True,129,86,1.5,116,24932.75,309.5,49.23,3.73,Carbon-Aware
206,True,172,86,2.0,172,25791.0,310.75,47.48,3.34,Carbon-Aware
207,True,111,111,1.0,111,40545.25,335.25,29.72,1.11,Carbon-Aware
207,True,167,111,1.5,167,39756.5,330.25,31.09,2.58,Carbon-Aware
207,True,222,111,2.0,222,37321.5,329.0,35.31,2.95,Carbon-Aware
208,True,103,103,1.0,103,27481.75,268.25,40.34,-0.28,Carbon-Aware
208,True,155,103,1.5,128,25677.0,272.75,44.26,-1.96,Carbon-Aware
208,True,206,103,2.0,206,26333.75,263.25,42.83,1.59,Carbon-Aware
209,True,100,100,1.0,100,36434.0,297.0,29.92,-0.51,Carbon-Aware
209,True,150,100,1.5,149,30800.5,295.5,40.75,0.0,Carbon-Aware
209,True,200,100,2.0,200,29584.0,299.25,43.09,-1.27,Carbon-Aware
210,True,134,134,1.0,134,75919.75,332.0,21.37,-1.22,Carbon-Aware
210,True,201,134,1.5,201,64722.5,321.5,32.97,1.98,Carbon-Aware
210,True,268,134,2.0,268,58592.75,330.5,39.31,-0.76,Carbon-Aware
211,True,110,110,1.0,110,85718.0,316.5,4.89,1.63,Carbon-Aware
211,True,165,110,1.5,165,52713.0,313.75,41.51,2.49,Carbon-Aware
211,True,220,110,2.0,220,50878.5,308.25,43.55,4.2,Carbon-Aware
212,True,97,97,1.0,97,54778.0,182.25,19.23,9.1,Carbon-Aware
212,True,146,97,1.5,146,31457.0,185.5,53.62,7.48,Carbon-Aware
212,True,194,97,2.0,194,27390.75,174.25,59.61,13.09,Carbon-Aware
213,True,105,105,1.0,105,66295.75,318.75,7.92,1.47,Carbon-Aware
213,True,158,105,1.5,158,61339.25,307.5,14.81,4.95,Carbon-Aware
213,True,210,105,2.0,210,44976.5,304.0,37.53,6.03,Carbon-Aware
214,True,98,98,1.0,98,57117.5,272.25,11.92,4.31,Carbon-Aware
214,True,147,98,1.5,147,53912.0,269.5,16.87,5.27,Carbon-Aware
214,True,196,98,2.0,196,46254.75,261.5,28.67,8.08,Carbon-Aware
215,True,112,112,1.0,112,70809.5,345.0,8.7,1.29,Carbon-Aware
215,True,168,112,1.5,168,65461.5,333.25,15.6,4.65,Carbon-Aware
215,True,224,112,2.0,224,41846.5,344.75,46.04,1.36,Carbon-Aware
216,True,101,101,1.0,101,66332.0,326.5,11.65,2.76,Carbon-Aware
216,True,152,101,1.5,152,25643.25,317.0,65.84,5.58,Carbon-Aware
216,True,202,101,2.0,202,14934.0,319.5,80.11,4.84,Carbon-Aware
217,True,105,105,1.0,105,69759.75,350.5,9.23,0.21,Carbon-Aware
217,True,158,105,1.5,158,25489.5,344.0,66.83,2.06,Carbon-Aware
217,True,210,105,2.0,210,15788.5,352.25,79.46,-0.28,Carbon-Aware
218,True,85,85,1.0,85,52104.25,242.25,14.49,0.82,Carbon-Aware
218,True,128,85,1.5,128,23869.0,236.5,60.83,3.17,Carbon-Aware
218,True,170,85,2.0,170,10520.25,235.25,82.74,3.68,Carbon-Aware
219,True,89,89,1.0,89,23891.25,392.5,5.03,-0.06,Carbon-Aware
219,True,134,89,1.5,120,17430.5,388.5,30.71,0.96,Carbon-Aware
219,True,178,89,2.0,126,17953.75,388.5,28.63,0.96,Carbon-Aware
220,True,124,124,1.0,124,13270.5,303.25,27.48,3.35,Carbon-Aware
220,True,186,124,1.5,152,13983.75,298.75,23.58,4.78,Carbon-Aware
220,True,248,124,2.0,212,12795.25,304.25,30.07,3.03,Carbon-Aware
221,True,108,108,1.0,108,10249.5,249.75,28.35,-0.5,Carbon-Aware
221,True,162,108,1.5,120,10032.75,245.25,29.86,1.31,Carbon-Aware
221,True,216,108,2.0,210,9934.0,250.0,30.55,-0.6,Carbon-Aware
222,True,94,94,1.0,94,59671.5,327.75,9.4,-0.23,Carbon-Aware
222,True,141,94,1.5,139,37445.0,324.25,43.15,0.84,Carbon-Aware
222,True,188,94,2.0,188,37441.0,316.25,43.15,3.29,Carbon-Aware
223,True,107,107,1.0,107,39522.75,251.75,14.17,3.27,Carbon-Aware
223,True,161,107,1.5,161,28476.5,251.25,38.16,3.46,Carbon-Aware
223,True,214,107,2.0,214,19367.25,247.75,57.94,4.8,Carbon-Aware
224,True,112,112,1.0,112,38042.0,267.5,16.85,5.23,Carbon-Aware
224,True,168,112,1.5,168,31166.25,262.0,31.88,7.17,Carbon-Aware
224,True,224,112,2.0,224,20002.25,261.75,56.28,7.26,Carbon-Aware
225,True,103,103,1.0,103,53921.25,316.75,23.01,0.31,Carbon-Aware
225,True,155,103,1.5,155,37615.5,308.75,46.29,2.83,Carbon-Aware
225,True,206,103,2.0,206,33301.75,316.75,52.45,0.31,Carbon-Aware
226,True,100,100,1.0,100,48350.75,308.25,24.05,-1.4,Carbon-Aware
226,True,150,100,1.5,150,31619.75,299.75,50.33,1.4,Carbon-Aware
226,True,200,100,2.0,200,29710.5,292.75,53.33,3.7,Carbon-Aware
227,True,99,99,1.0,99,62892.5,310.5,6.1,2.59,Carbon-Aware
227,True,149,99,1.5,149,42476.0,307.5,36.58,3.53,Carbon-Aware
227,True,198,99,2.0,198,37767.5,300.75,43.61,5.65,Carbon-Aware
228,True,102,102,1.0,102,80405.75,371.75,5.17,1.91,Carbon-Aware
228,True,153,102,1.5,153,61248.5,365.25,27.76,3.63,Carbon-Aware
228,True,204,102,2.0,204,50117.75,361.5,40.89,4.62,Carbon-Aware
229,True,111,111,1.0,111,54558.75,304.75,17.29,2.01,Carbon-Aware
229,True,167,111,1.5,166,45673.5,294.0,30.76,5.47,Carbon-Aware
